271.00 62.72 37.09 54.63 72.28 74.85 86.33 90.71 80.60
272.00 62.72 37.09 54.63 72.28 74.85 86.33 90.71 80.60
273.00 62.72 37.09 54.63 72.28 74.85 86.33 90.71 80.60
274.00 62.72 37.09 54.63 72.28 74.85 86.33 90.71 80.60
275.00 62.97 37.38 54.59 72.32 74.54 85.20 90.32 80.53
276.00 62.97 37.38 54.59 72.32 74.54 85.20 90.32 80.53
277.00 62.97 37.38 54.59 72.32 74.54 85.20 90.32 80.53
278.00 62.97 37.38 54.59 72.32 74.54 85.20 90.32 80.53
279.00 62.97 37.38 54.59 72.32 74.54 85.20 90.32 80.53
280.00 63.02 37.36 55.06 72.43 74.55 85.99 90.59 80.93
281.00 63.02 37.36 55.06 72.43 74.55 85.99 90.59 80.93
282.00 63.02 37.36 55.06 72.43 74.55 85.99 90.59 80.93
283.00 63.02 37.36 55.06 72.43 74.55 85.99 90.59 80.93
284.00 63.02 37.36 55.06 72.43 74.55 85.99 90.59 80.93
285.00 63.31 37.63 55.05 72.37 74.53 85.88 90.43 80.28
286.00 63.31 37.63 55.05 72.37 74.53 85.88 90.43 80.28
287.00 63.31 37.63 55.05 72.37 74.53 85.88 90.43 80.28
288.00 63.31 37.63 55.05 72.37 74.53 85.88 90.43 80.28
289.00 63.31 37.63 55.05 72.37 74.53 85.88 90.43 80.28
290.00 63.46 38.05 55.09 72.37 74.78 85.81 90.33 81.21
291.00 63.46 38.05 55.09 72.37 74.78 85.81 90.33 81.21
292.00 63.46 38.05 55.09 72.37 74.78 85.81 90.33 81.21
293.00 63.46 38.05 55.09 72.37 74.78 85.81 90.33 81.21
294.00 63.46 38.05 55.09 72.37 74.78 85.81 90.33 81.21
295.00 63.25 37.85 55.29 72.56 74.72 86.17 90.58 81.02
296.00 63.25 37.85 55.29 72.56 74.72 86.17 90.58 81.02
297.00 63.25 37.85 55.29 72.56 74.72 86.17 90.58 81.02
298.00 63.25 37.85 55.29 72.56 74.72 86.17 90.58 81.02
299.00 63.25 37.85 55.29 72.56 74.72 86.17 90.58 81.02
300.00 63.54 38.01 55.44 72.72 74.40 86.11 90.74 80.31
301.00 63.54 38.01 55.44 72.72 74.40 86.11 90.74 80.31
302.00 63.54 38.01 55.44 72.72 74.40 86.11 90.74 80.31
303.00 63.54 38.01 55.44 72.72 74.40 86.11 90.74 80.31
304.00 63.54 38.01 55.44 72.72 74.40 86.11 90.74 80.31
305.00 63.57 38.17 55.44 72.57 74.69 86.06 89.91 80.70
306.00 63.57 38.17 55.44 72.57 74.69 86.06 89.91 80.70
307.00 63.57 38.17 55.44 72.57 74.69 86.06 89.91 80.70
308.00 63.57 38.17 55.44 72.57 74.69 86.06 89.91 80.70
309.00 63.57 38.17 55.44 72.57 74.69 86.06 89.91 80.70
310.00 63.71 38.06 55.57 72.69 74.46 86.19 90.51 80.90
311.00 63.71 38.06 55.57 72.69 74.46 86.19 90.51 80.90
312.00 63.71 38.06 55.57 72.69 74.46 86.19 90.51 80.90
313.00 63.71 38.06 55.57 72.69 74.46 86.19 90.51 80.90
314.00 63.71 38.06 55.57 72.69 74.46 86.19 90.51 80.90
315.00 64.14 38.71 55.75 72.53 74.75 85.86 90.36 80.82
316.00 64.14 38.71 55.75 72.53 74.75 85.86 90.36 80.82
317.00 64.14 38.71 55.75 72.53 74.75 85.86 90.36 80.82
318.00 64.14 38.71 55.75 72.53 74.75 85.86 90.36 80.82
319.00 64.14 38.71 55.75 72.53 74.75 85.86 90.36 80.82
320.00 63.88 38.58 55.67 72.57 74.76 85.99 90.52 80.56
321.00 63.88 38.58 55.67 72.57 74.76 85.99 90.52 80.56
322.00 63.88 38.58 55.67 72.57 74.76 85.99 90.52 80.56
323.00 63.88 38.58 55.67 72.57 74.76 85.99 90.52 80.56
324.00 63.88 38.58 55.67 72.57 74.76 85.99 90.52 80.56
325.00 63.83 38.59 55.74 72.70 74.66 85.86 90.05 80.80
326.00 63.83 38.59 55.74 72.70 74.66 85.86 90.05 80.80
327.00 63.83 38.59 55.74 72.70 74.66 85.86 90.05 80.80
328.00 63.83 38.59 55.74 72.70 74.66 85.86 90.05 80.80
329.00 63.83 38.59 55.74 72.70 74.66 85.86 90.05 80.80
330.00 64.46 38.72 55.87 72.64 74.67 85.82 90.01 80.36
331.00 64.46 38.72 55.87 72.64 74.67 85.82 90.01 80.36
332.00 64.46 38.72 55.87 72.64 74.67 85.82 90.01 80.36
333.00 64.46 38.72 55.87 72.64 74.67 85.82 90.01 80.36
334.00 64.46 38.72 55.87 72.64 74.67 85.82 90.01 80.36
335.00 64.26 38.86 55.89 72.60 74.44 85.98 90.04 80.48
336.00 64.26 38.86 55.89 72.60 74.44 85.98 90.04 80.48
337.00 64.26 38.86 55.89 72.60 74.44 85.98 90.04 80.48
338.00 64.26 38.86 55.89 72.60 74.44 85.98 90.04 80.48
339.00 64.26 38.86 55.89 72.60 74.44 85.98 90.04 80.48
340.00 64.33 38.71 55.96 72.54 74.60 85.23 90.14 80.79
341.00 64.33 38.71 55.96 72.54 74.60 85.23 90.14 80.79
342.00 64.33 38.71 55.96 72.54 74.60 85.23 90.14 80.79
343.00 64.33 38.71 55.96 72.54 74.60 85.23 90.14 80.79
344.00 64.33 38.71 55.96 72.54 74.60 85.23 90.14 80.79
345.00 64.33 38.96 55.94 72.61 74.35 85.93 89.90 80.91
346.00 64.33 38.96 55.94 72.61 74.35 85.93 89.90 80.91
347.00 64.33 38.96 55.94 72.61 74.35 85.93 89.90 80.91
348.00 64.33 38.96 55.94 72.61 74.35 85.93 89.90 80.91
349.00 64.33 38.96 55.94 72.61 74.35 85.93 89.90 80.91
350.00 64.32 39.16 55.83 72.82 74.41 85.06 90.21 80.72
351.00 64.32 39.16 55.83 72.82 74.41 85.06 90.21 80.72
352.00 64.32 39.16 55.83 72.82 74.41 85.06 90.21 80.72
353.00 64.32 39.16 55.83 72.82 74.41 85.06 90.21 80.72
354.00 64.32 39.16 55.83 72.82 74.41 85.06 90.21 80.72
355.00 64.34 39.14 56.02 72.66 74.60 85.40 89.88 80.79
356.00 64.34 39.14 56.02 72.66 74.60 85.40 89.88 80.79
357.00 64.34 39.14 56.02 72.66 74.60 85.40 89.88 80.79
358.00 64.34 39.14 56.02 72.66 74.60 85.40 89.88 80.79
359.00 64.34 39.14 56.02 72.66 74.60 85.40 89.88 80.79
360.00 64.92 39.21 56.12 72.61 74.36 85.13 90.16 80.38
361.00 64.92 39.21 56.12 72.61 74.36 85.13 90.16 80.38
362.00 64.92 39.21 56.12 72.61 74.36 85.13 90.16 80.38
363.00 64.92 39.21 56.12 72.61 74.36 85.13 90.16 80.38
364.00 64.92 39.21 56.12 72.61 74.36 85.13 90.16 80.38
365.00 64.96 39.23 56.25 72.64 74.67 85.05 90.12 80.63
366.00 64.96 39.23 56.25 72.64 74.67 85.05 90.12 80.63
367.00 64.96 39.23 56.25 72.64 74.67 85.05 90.12 80.63
368.00 64.96 39.23 56.25 72.64 74.67 85.05 90.12 80.63
369.00 64.96 39.23 56.25 72.64 74.67 85.05 90.12 80.63
370.00 64.83 38.98 56.27 72.72 74.42 85.57 89.66 80.94
371.00 64.83 38.98 56.27 72.72 74.42 85.57 89.66 80.94
372.00 64.83 38.98 56.27 72.72 74.42 85.57 89.66 80.94
373.00 64.83 38.98 56.27 72.72 74.42 85.57 89.66 80.94
374.00 64.83 38.98 56.27 72.72 74.42 85.57 89.66 80.94
375.00 65.15 39.54 56.30 72.68 74.61 85.74 90.08 80.49
376.00 65.15 39.54 56.30 72.68 74.61 85.74 90.08 80.49
377.00 65.15 39.54 56.30 72.68 74.61 85.74 90.08 80.49
378.00 65.15 39.54 56.30 72.68 74.61 85.74 90.08 80.49
379.00 65.15 39.54 56.30 72.68 74.61 85.74 90.08 80.49
380.00 65.06 39.47 56.33 72.89 74.95 85.24 89.99 80.41
381.00 65.06 39.47 56.33 72.89 74.95 85.24 89.99 80.41
382.00 65.06 39.47 56.33 72.89 74.95 85.24 89.99 80.41
